_ws.col.No.,_ws.col.Time,ip.src,ip.dst,tcp.seq,tcp.ack,tcp.len,tcp.port
"25986","6.262488000","69.148.243.171","38.107.216.37","1","538070513","0","49048"
"25987","6.262488000","69.148.243.171","38.107.216.37","1","538116849","0","49048"
"25988","6.262509000","38.107.216.37","69.148.243.171","538461473","1","65160","44465"
"25989","6.262986000","69.148.243.171","38.107.216.37","1","538135673","0","49048"
"25990","6.262986000","69.148.243.171","38.107.216.37","1","538197937","0","49048"
"25991","6.262995000","38.107.216.37","69.148.243.171","538526633","1","65160","44465"
"25992","6.263737000","69.148.243.171","38.107.216.37","1","538200833","0","49048"
"25993","6.263737000","69.148.243.171","38.107.216.37","1","538232689","0","49048"
"25994","6.263742000","38.107.216.37","69.148.243.171","538591793","1","65160","44465"
"25995","6.264263000","69.148.243.171","38.107.216.37","1","538265993","0","49048"
"25996","6.264263000","69.148.243.171","38.107.216.37","1","538280473","0","49048"
"25997","6.264276000","38.107.216.37","69.148.243.171","538656953","1","65160","44465"
"25998","6.264467000","69.148.243.171","38.107.216.37","1","538331153","0","49048"
"25999","6.265031000","69.148.243.171","38.107.216.37","1","538386177","0","49048"
"26000","6.265050000","38.107.216.37","69.148.243.171","538722113","1","65160","44465"
"26001","6.265749000","69.148.243.171","38.107.216.37","1","538396313","0","49048"
"26002","6.265749000","69.148.243.171","38.107.216.37","1","538432513","0","49048"
"26003","6.265757000","38.107.216.37","69.148.243.171","538787273","1","65160","44465"
"26004","6.266494000","69.148.243.171","38.107.216.37","1","538461473","0","49048"
"26005","6.266494000","69.148.243.171","38.107.216.37","1","538473057","0","49048"
"26006","6.266494000","69.148.243.171","38.107.216.37","1","538529529","0","49048"
"26007","6.266503000","38.107.216.37","69.148.243.171","538852433","1","65160","44465"
"26008","6.267516000","69.148.243.171","38.107.216.37","1","538591793","0","49048"
"26009","6.267525000","38.107.216.37","69.148.243.171","538917593","1","65160","44465"
"26010","6.268258000","69.148.243.171","38.107.216.37","1","538649713","0","49048"
"26011","6.268268000","38.107.216.37","69.148.243.171","538982753","1","65160","44465"
"26012","6.268990000","69.148.243.171","38.107.216.37","1","538656953","0","49048"
"26013","6.268991000","69.148.243.171","38.107.216.37","1","538722113","0","49048"
"26014","6.269001000","38.107.216.37","69.148.243.171","539047913","1","65160","44465"
"26015","6.269740000","69.148.243.171","38.107.216.37","1","538787273","0","49048"
"26016","6.269749000","38.107.216.37","69.148.243.171","539113073","1","65160","44465"
"26017","6.270242000","69.148.243.171","38.107.216.37","1","538845193","0","49048"
"26018","6.270250000","38.107.216.37","69.148.243.171","539178233","1","65160","44465"
"26019","6.270472000","69.148.243.171","38.107.216.37","1","538852433","0","49048"
"26020","6.270476000","38.107.216.37","69.148.243.171","539243393","1","65160","44465"
"26021","6.270482000","69.148.243.171","38.107.216.37","1","538891529","0","49048"
"26022","6.270988000","69.148.243.171","38.107.216.37","1","538917593","0","49048"
"26023","6.270988000","69.148.243.171","38.107.216.37","1","538937865","0","49048"
"26024","6.270998000","38.107.216.37","69.148.243.171","539308553","1","65160","44465"
"26025","6.271470000","69.148.243.171","38.107.216.37","1","538968273","0","49048"
"26026","6.271741000","69.148.243.171","38.107.216.37","1","538982753","0","49048"
"26027","6.271760000","38.107.216.37","69.148.243.171","539373713","1","65160","44465"
"26028","6.272243000","69.148.243.171","38.107.216.37","1","538989993","0","49048"
"26029","6.272243000","69.148.243.171","38.107.216.37","1","539034881","0","49048"
"26030","6.272991000","69.148.243.171","38.107.216.37","1","539047913","0","49048"
"26031","6.272992000","69.148.243.171","38.107.216.37","1","539071081","0","49048"
"26032","6.272992000","69.148.243.171","38.107.216.37","1","539113073","0","49048"
"26033","6.273012000","38.107.216.37","69.148.243.171","539438873","1","65160","44465"
"26034","6.273739000","69.148.243.171","38.107.216.37","1","539163753","0","49048"
"26035","6.273747000","38.107.216.37","69.148.243.171","539504033","1","65160","44465"
"26036","6.274992000","69.148.243.171","38.107.216.37","1","539178233","0","49048"
"26037","6.274992000","69.148.243.171","38.107.216.37","1","539230361","0","49048"
"26038","6.275013000","38.107.216.37","69.148.243.171","539569193","1","65160","44465"
"26039","6.275752000","69.148.243.171","38.107.216.37","1","539243393","0","49048"
"26040","6.275752000","69.148.243.171","38.107.216.37","1","539305657","0","49048"
"26041","6.275761000","38.107.216.37","69.148.243.171","539634353","1","65160","44465"
"26042","6.276494000","69.148.243.171","38.107.216.37","1","539308553","0","49048"
"26043","6.276494000","69.148.243.171","38.107.216.37","1","539392537","0","49048"
"26044","6.276504000","38.107.216.37","69.148.243.171","539699513","1","65160","44465"
"26045","6.276993000","69.148.243.171","38.107.216.37","1","539438873","0","49048"
"26046","6.276993000","69.148.243.171","38.107.216.37","1","539441769","0","49048"
"26047","6.277002000","38.107.216.37","69.148.243.171","539764673","1","65160","44465"
"26048","6.277491000","69.148.243.171","38.107.216.37","1","539504033","0","49048"
"26049","6.277499000","38.107.216.37","69.148.243.171","539829833","1","65160","44465"
"26050","6.277711000","69.148.243.171","38.107.216.37","1","539566297","0","49048"
"26051","6.277714000","38.107.216.37","69.148.243.171","539894993","1","65160","44465"
"26052","6.277719000","69.148.243.171","38.107.216.37","1","539569193","0","49048"
"26053","6.278231000","69.148.243.171","38.107.216.37","1","539576433","0","49048"
"26054","6.278231000","69.148.243.171","38.107.216.37","1","539589465","0","49048"
"26055","6.278474000","69.148.243.171","38.107.216.37","1","539609737","0","49048"
"26056","6.278480000","38.107.216.37","69.148.243.171","539960153","1","65160","44465"
"26057","6.278965000","69.148.243.171","38.107.216.37","1","539634353","0","49048"
"26058","6.278972000","38.107.216.37","69.148.243.171","540025313","1","65160","44465"
"26059","6.279490000","69.148.243.171","38.107.216.37","1","539660417","0","49048"
"26060","6.279726000","69.148.243.171","38.107.216.37","1","539699513","0","49048"
"26061","6.280248000","69.148.243.171","38.107.216.37","1","539724129","0","49048"
"26062","6.280248000","69.148.243.171","38.107.216.37","1","539760329","0","49048"
"26063","6.280271000","38.107.216.37","69.148.243.171","540090473","1","65160","44465"
"26064","6.281049000","69.148.243.171","38.107.216.37","1","539764673","0","49048"
"26065","6.281057000","38.107.216.37","69.148.243.171","540155633","1","65160","44465"
"26066","6.281490000","69.148.243.171","38.107.216.37","1","539800873","0","49048"
"26067","6.281732000","69.148.243.171","38.107.216.37","1","539829833","0","49048"
"26068","6.281751000","38.107.216.37","69.148.243.171","540220793","1","65160","44465"
"26069","6.281760000","69.148.243.171","38.107.216.37","1","539855897","0","49048"
"26070","6.282548000","69.148.243.171","38.107.216.37","1","539894993","0","49048"
"26071","6.282548000","69.148.243.171","38.107.216.37","1","539921057","0","49048"
"26072","6.282572000","38.107.216.37","69.148.243.171","540285953","1","65160","44465"
"26073","6.283484000","69.148.243.171","38.107.216.37","1","539960153","0","49048"
"26074","6.283485000","69.148.243.171","38.107.216.37","1","540000697","0","49048"
"26075","6.283499000","38.107.216.37","69.148.243.171","540351113","1","65160","44465"
"26076","6.284251000","69.148.243.171","38.107.216.37","1","540025313","0","49048"
"26077","6.284251000","69.148.243.171","38.107.216.37","1","540090473","0","49048"
"26078","6.284262000","38.107.216.37","69.148.243.171","540416273","1","65160","44465"
"26079","6.285014000","69.148.243.171","38.107.216.37","1","540155633","0","49048"
"26080","6.285034000","38.107.216.37","69.148.243.171","540481433","1","65160","44465"
"26081","6.285515000","69.148.243.171","38.107.216.37","1","540207761","0","49048"
"26082","6.285524000","38.107.216.37","69.148.243.171","540546593","1","65160","44465"
"26083","6.285728000","69.148.243.171","38.107.216.37","1","540220793","0","49048"
"26084","6.285731000","38.107.216.37","69.148.243.171","540611753","1","65160","44465"
"26085","6.285737000","69.148.243.171","38.107.216.37","1","540262785","0","49048"
"26086","6.286553000","69.148.243.171","38.107.216.37","1","540285953","0","49048"
"26087","6.286553000","69.148.243.171","38.107.216.37","1","540301881","0","49048"
"26088","6.286553000","69.148.243.171","38.107.216.37","1","540351113","0","49048"
"26089","6.286575000","38.107.216.37","69.148.243.171","540676913","1","65160","44465"
"26090","6.287042000","69.148.243.171","38.107.216.37","1","540372833","0","49048"
"26091","6.287064000","38.107.216.37","69.148.243.171","540742073","1","65160","44465"
"26092","6.287517000","69.148.243.171","38.107.216.37","1","540407585","0","49048"
"26093","6.287721000","69.148.243.171","38.107.216.37","1","540416273","0","49048"
"26094","6.287721000","69.148.243.171","38.107.216.37","1","540430753","0","49048"
"26095","6.287733000","38.107.216.37","69.148.243.171","540807233","1","65160","44465"
"26096","6.288252000","69.148.243.171","38.107.216.37","1","540471297","0","49048"
"26097","6.288483000","69.148.243.171","38.107.216.37","1","540481433","0","49048"
"26098","6.288483000","69.148.243.171","38.107.216.37","1","540490121","0","49048"
"26099","6.288494000","38.107.216.37","69.148.243.171","540872393","1","65160","44465"
"26100","6.288512000","69.148.243.171","38.107.216.37","1","540526321","0","49048"
"26101","6.289556000","69.148.243.171","38.107.216.37","1","540546593","0","49048"
"26102","6.289576000","38.107.216.37","69.148.243.171","540937553","1","65160","44465"
"26103","6.289726000","69.148.243.171","38.107.216.37","1","540566865","0","49048"
"26104","6.289726000","69.148.243.171","38.107.216.37","1","540623337","0","49048"
"26105","6.291024000","69.148.243.171","38.107.216.37","1","540676913","0","49048"
"26106","6.291024000","69.148.243.171","38.107.216.37","1","540687049","0","49048"
"26107","6.291033000","38.107.216.37","69.148.243.171","541002713","1","65160","44465"
"26108","6.291773000","69.148.243.171","38.107.216.37","1","540742073","0","49048"
"26109","6.291773000","69.148.243.171","38.107.216.37","1","540762345","0","49048"
"26110","6.291794000","38.107.216.37","69.148.243.171","541067873","1","65160","44465"
"26111","6.292470000","69.148.243.171","38.107.216.37","1","540807233","0","49048"
"26112","6.292489000","38.107.216.37","69.148.243.171","541133033","1","65160","44465"
"26113","6.292494000","69.148.243.171","38.107.216.37","1","540847777","0","49048"
"26114","6.292497000","38.107.216.37","69.148.243.171","541198193","1","65160","44465"
"26115","6.293471000","69.148.243.171","38.107.216.37","1","540872393","0","49048"
"26116","6.293474000","38.107.216.37","69.148.243.171","541263353","1","65160","44465"
"26117","6.293480000","69.148.243.171","38.107.216.37","1","540937553","0","49048"
"26118","6.293717000","69.148.243.171","38.107.216.37","1","540982441","0","49048"
"26119","6.293721000","69.148.243.171","38.107.216.37","1","541002713","0","49048"
"26120","6.293724000","38.107.216.37","69.148.243.171","541328513","1","65160","44465"
"26121","6.293730000","38.107.216.37","69.148.243.171","541393673","1","65160","44465"
"26122","6.294227000","69.148.243.171","38.107.216.37","1","541014297","0","49048"
"26123","6.294499000","69.148.243.171","38.107.216.37","1","541031673","0","49048"
"26124","6.294499000","69.148.243.171","38.107.216.37","1","541054841","0","49048"
"26125","6.294971000","69.148.243.171","38.107.216.37","1","541067873","0","49048"
"26126","6.294974000","38.107.216.37","69.148.243.171","541458833","1","65160","44465"
"26127","6.294980000","69.148.243.171","38.107.216.37","1","541091041","0","49048"
"26128","6.295466000","69.148.243.171","38.107.216.37","1","541118553","0","49048"
"26129","6.296228000","69.148.243.171","38.107.216.37","1","541133033","0","49048"
"26130","6.296244000","38.107.216.37","69.148.243.171","541523993","1","65160","44465"
"26131","6.296249000","69.148.243.171","38.107.216.37","1","541143169","0","49048"
"26132","6.296249000","69.148.243.171","38.107.216.37","1","541182265","0","49048"
"26133","6.296982000","69.148.243.171","38.107.216.37","1","541198193","0","49048"
"26134","6.296989000","38.107.216.37","69.148.243.171","541589153","1","65160","44465"
"26135","6.297483000","69.148.243.171","38.107.216.37","1","541225705","0","49048"
"26136","6.297727000","69.148.243.171","38.107.216.37","1","541263353","0","49048"
"26137","6.297732000","69.148.243.171","38.107.216.37","1","541286521","0","49048"
"26138","6.297734000","38.107.216.37","69.148.243.171","541654313","1","65160","44465"
"26139","6.298465000","69.148.243.171","38.107.216.37","1","541328513","0","49048"
"26140","6.298473000","69.148.243.171","38.107.216.37","1","541358921","0","49048"
"26141","6.298478000","38.107.216.37","69.148.243.171","541719473","1","65160","44465"
"26142","6.299478000","69.148.243.171","38.107.216.37","1","541393673","0","49048"
"26143","6.299478000","69.148.243.171","38.107.216.37","1","541441457","0","49048"
"26144","6.299490000","38.107.216.37","69.148.243.171","541784633","1","65160","44465"
"26145","6.300265000","69.148.243.171","38.107.216.37","1","541458833","0","49048"
"26146","6.300265000","69.148.243.171","38.107.216.37","1","541523993","0","49048"
"26147","6.300275000","38.107.216.37","69.148.243.171","541849793","1","65160","44465"
"26148","6.300977000","69.148.243.171","38.107.216.37","1","541584809","0","49048"
"26149","6.300984000","38.107.216.37","69.148.243.171","541914953","1","65160","44465"
"26150","6.301494000","69.148.243.171","38.107.216.37","1","541589153","0","49048"
"26151","6.301494000","69.148.243.171","38.107.216.37","1","541642729","0","49048"
"26152","6.301501000","38.107.216.37","69.148.243.171","541980113","1","65160","44465"
"26153","6.302240000","69.148.243.171","38.107.216.37","1","541654313","0","49048"
"26154","6.302240000","69.148.243.171","38.107.216.37","1","541696305","0","49048"
"26155","6.302246000","38.107.216.37","69.148.243.171","542045273","1","65160","44465"
"26156","6.302477000","69.148.243.171","38.107.216.37","1","541719473","0","49048"
