0,0,0,0,12592,14280,1468
0,0,0,12592,14280,14280,1468
0,0,0,14280,14280,19992,1468
0,0,0,14280,19992,29988,1468
0,0,0,19992,29988,45696,1468
0,0,0,29988,45696,58548,1468
0,0,0,45696,58548,69972,1468
0,0,0,58548,69972,42840,1468
0,0,0,69972,42840,24276,1468
0,0,0,42840,24276,34272,1468
0,0,0,24276,34272,61404,1468
0,0,0,34272,61404,31416,1468
0,0,0,61404,31416,48552,1468
0,0,0,31416,48552,49980,1468
0,0,0,48552,49980,31416,1468
0,0,0,49980,31416,32844,1468
0,0,0,31416,32844,34272,1468
0,0,0,32844,34272,19992,1468
0,0,0,34272,19992,41412,1468
0,0,0,19992,41412,37128,1468
0,0,0,41412,37128,25704,1468
0,0,0,37128,25704,35700,1468
0,0,0,25704,35700,31416,1468
0,0,0,35700,31416,28560,1468
0,0,0,31416,28560,31416,1468
0,0,0,28560,31416,34272,1468
0,0,0,31416,34272,27132,1468
0,0,0,34272,27132,39984,1468
0,0,0,27132,39984,27132,1468
0,0,0,39984,27132,17136,1468
0,0,0,27132,17136,28560,1468
0,0,0,17136,28560,37128,1468
0,0,0,28560,37128,38556,1468
0,0,0,37128,38556,11424,1468
0,0,0,38556,11424,14280,1468
0,0,0,11424,14280,14280,1468
0,0,0,14280,14280,14280,1468
0,0,0,14280,14280,14280,1468
0,0,0,14280,14280,15708,1468
0,0,0,14280,15708,11424,1468
0,0,0,15708,11424,34272,1468
0,0,0,11424,34272,38556,1468
0,0,0,34272,38556,42840,1468
0,0,0,38556,42840,37128,1468
0,0,0,42840,37128,37128,1468
0,0,0,37128,37128,39984,1468
0,0,0,37128,39984,41412,1468
0,0,0,39984,41412,39984,1468
0,0,0,41412,39984,37128,1468
0,0,0,39984,37128,37128,1468
0,0,0,37128,37128,37128,1468
0,0,0,37128,37128,19992,1468
0,0,0,37128,19992,31416,1468
0,0,0,19992,31416,28560,1468
0,0,0,31416,28560,37128,1468
0,0,0,28560,37128,29988,1468
0,0,0,37128,29988,28560,1468
0,0,0,29988,28560,29988,1468
0,0,0,28560,29988,39984,1468
0,0,0,29988,39984,32844,1468
0,0,0,39984,32844,34272,1468
0,0,0,32844,34272,27132,1468
0,0,0,34272,27132,25704,1468
0,0,0,27132,25704,29988,1468
0,0,0,25704,29988,25704,1468
0,0,0,29988,25704,19992,1468
0,0,0,25704,19992,31416,1468
0,0,0,19992,31416,31416,1468
0,0,0,31416,31416,31416,1468
